"Varname","Theme","ThemeEn","VarLabel","VarLabelEn","numLevel","textLevel","textLabelEn","Type","coeff_label"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",43,"295 bis 301 Tage","295-301 days","Ordinal","IAkhs_k43"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",44,"302 bis 308 Tage","302-308 days","Ordinal","IAkhs_k44"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",45,"309 bis 315 Tage","309-315 days","Ordinal","IAkhs_k45"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",46,"316 bis 322 Tage","316-322 days","Ordinal","IAkhs_k46"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",47,"323 bis 329 Tage","323-329 days","Ordinal","IAkhs_k47"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",48,"330 bis 336 Tage","330-336 days","Ordinal","IAkhs_k48"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",49,"337 bis 343 Tage","337-343 days","Ordinal","IAkhs_k49"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",5,"29 bis 35 Tage","29 to 35 days","Ordinal","IAkhs_k5"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",50,"344 bis 350 Tage","344-350 days","Ordinal","IAkhs_k50"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",51,"351 bis 357 Tage","351-357 days","Ordinal","IAkhs_k51"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",52,"358 bis 364 Tage","358-364 days","Ordinal","IAkhs_k52"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",53,"365 Tage","365 days","Ordinal","IAkhs_k53"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",6,"36 bis 42 Tage","36 to 42 days","Ordinal","IAkhs_k6"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",7,"43 bis 49 Tage","43 to 49 days","Ordinal","IAkhs_k7"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",8,"50 bis 56 Tage","50 to 56 days","Ordinal","IAkhs_k8"
"IAkhs_k","Inanspruchnahme (1401)","Use (1401)","Stationär im Krankenhaus i.d.l. 12 Mon.: Anzahl der Nächte (kat)","Stationary i.d.l. in hospital 12 month .: Number of nights (cat)",9,"57 bis 63 Tage","57 to 63 days","Ordinal","IAkhs_k9"
"IAther2B","Inanspruchnahme (1401)","Use (1401)","Besuch Physiotherapeuten i.d.l. 12 Mon","Visit physiotherapists i.d.l. 12 Mon",-97,"Nicht erhoben","not applicable","Nominal","IAther2B-97"
"IAther2B","Inanspruchnahme (1401)","Use (1401)","Besuch Physiotherapeuten i.d.l. 12 Mon","Visit physiotherapists i.d.l. 12 Mon",1,"Ja","Yes","Nominal","IAther2B1"
"IAther2B","Inanspruchnahme (1401)","Use (1401)","Besuch Physiotherapeuten i.d.l. 12 Mon","Visit physiotherapists i.d.l. 12 Mon",2,"Nein","No","Nominal","IAther2B2"
"IApflege","Inanspruchnahme (1401)","Use (1401)","Inanspruchnahme häuslicher Pflegedienst: I.d.l. 12 Mon.","Use of home care services: I.d.l. 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","IApflege-97"
"IApflege","Inanspruchnahme (1401)","Use (1401)","Inanspruchnahme häuslicher Pflegedienst: I.d.l. 12 Mon.","Use of home care services: I.d.l. 12 Mon.",1,"Ja","Yes","Nominal","IApflege1"
"IApflege","Inanspruchnahme (1401)","Use (1401)","Inanspruchnahme häuslicher Pflegedienst: I.d.l. 12 Mon.","Use of home care services: I.d.l. 12 Mon.",2,"Nein","No","Nominal","IApflege2"
"GZmehm3C","Gesundheitszustand (1102)","Health (1102)","Chronische Krankheiten","Chronic diseases",-97,"Nicht erhoben","not applicable","Nominal","GZmehm3C-97"
"GZmehm3C","Gesundheitszustand (1102)","Health (1102)","Chronische Krankheiten","Chronic diseases",1,"Ja","Yes","Nominal","GZmehm3C1"
"GZmehm3C","Gesundheitszustand (1102)","Health (1102)","Chronische Krankheiten","Chronic diseases",2,"Nein","No","Nominal","GZmehm3C2"
"GZmehm2D","Gesundheitszustand (1102)","Health (1102)","Einschränkung durch Krankheit seit mind. 6 Monaten","Limited by disease for min. 6 months",1,"Ja, stark eingeschränkt","Yes, strongly limited","Nominal","GZmehm2D1"
"GZmehm2D","Gesundheitszustand (1102)","Health (1102)","Einschränkung durch Krankheit seit mind. 6 Monaten","Limited by disease for min. 6 months",2,"Ja, mäßig eingeschränkt","Yes, moderately restricted","Nominal","GZmehm2D2"
"GZmehm2D","Gesundheitszustand (1102)","Health (1102)","Einschränkung durch Krankheit seit mind. 6 Monaten","Limited by disease for min. 6 months",3,"Nein, nicht eingeschränkt","No, not limited","Nominal","GZmehm2D3"
"BBbehB","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Amtlich anerkannte Behinderung","Officially recognized disability",-97,"Nicht erhoben","not applicable","Nominal","BBbehB-97"
"BBbehB","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Amtlich anerkannte Behinderung","Officially recognized disability",1,"Ja","Yes","Nominal","BBbehB1"
"BBbehB","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Amtlich anerkannte Behinderung","Officially recognized disability",2,"Nein","No","Nominal","BBbehB2"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",-99,"Keine Angabe","No information","Ordinal","GZsubj1-99"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",-98,"Weiß nicht","I do not know","Ordinal","GZsubj1-98"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",1,"Gar nicht","Not at all","Ordinal","GZsubj11"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",2,"Weniger stark","Less strong","Ordinal","GZsubj12"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",3,"Mittelmäßig","Mediocre","Ordinal","GZsubj13"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",4,"Stark","strongly","Ordinal","GZsubj14"
"GZsubj1","Gesundheitszustand (1102)","Health (1102)","Achten auf Gesundheit","Pay attention to health",5,"Sehr stark","Very strong","Ordinal","GZsubj15"
"SHseh1","Sehen und Hören (1104)","Seeing and hearing (1104)","Brille oder Kontaktlinsen","Glasses or Contacts",1,"Ja","Yes","Nominal","SHseh11"
"SHseh1","Sehen und Hören (1104)","Seeing and hearing (1104)","Brille oder Kontaktlinsen","Glasses or Contacts",2,"Nein","No","Nominal","SHseh12"
"SHseh1","Sehen und Hören (1104)","Seeing and hearing (1104)","Brille oder Kontaktlinsen","Glasses or Contacts",3,"Ich bin stark sehbehindert oder kann nicht sehen","I am severely visually impaired or can not see","Nominal","SHseh13"
"SHhoer1","Sehen und Hören (1104)","Seeing and hearing (1104)","Hörgerät","hearing Aid",1,"Ja","Yes","Nominal","SHhoer11"
"SHhoer1","Sehen und Hören (1104)","Seeing and hearing (1104)","Hörgerät","hearing Aid",2,"Nein","No","Nominal","SHhoer12"
"SHhoer1","Sehen und Hören (1104)","Seeing and hearing (1104)","Hörgerät","hearing Aid",3,"Ich bin hochgradig schwerhörig oder gehörlos","I'm hard of hearing or deaf","Nominal","SHhoer13"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",1,"Keine Schmerzen","No pain","Ordinal","LQsf367C1"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",2,"Sehr leicht","Very easy","Ordinal","LQsf367C2"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",3,"Leicht","Light","Ordinal","LQsf367C3"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",4,"Mäßig","Moderate","Ordinal","LQsf367C4"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",5,"Stark","strongly","Ordinal","LQsf367C5"
"LQsf367C","Lebensqualität (1109)","Quality of Life (1109)","Stärke Schmerzen i.d.l. 4 Wochen","Strength pain i.d.l. 4 weeks",6,"Sehr stark","Very strong","Ordinal","LQsf367C6"
"LQsf368C","Lebensqualität (1109)","Quality of Life (1109)","Behinderung in Alltagstätigkeiten durch Schmerzen i.d.l. 4 Wochen","Disability in daily activities due to pain i.d.l. 4 weeks",1,"Überhaupt nicht","Not at all","Ordinal","LQsf368C1"
"LQsf368C","Lebensqualität (1109)","Quality of Life (1109)","Behinderung in Alltagstätigkeiten durch Schmerzen i.d.l. 4 Wochen","Disability in daily activities due to pain i.d.l. 4 weeks",2,"Etwas","Something","Ordinal","LQsf368C2"
"LQsf368C","Lebensqualität (1109)","Quality of Life (1109)","Behinderung in Alltagstätigkeiten durch Schmerzen i.d.l. 4 Wochen","Disability in daily activities due to pain i.d.l. 4 weeks",3,"Mäßig","Moderate","Ordinal","LQsf368C3"
"LQsf368C","Lebensqualität (1109)","Quality of Life (1109)","Behinderung in Alltagstätigkeiten durch Schmerzen i.d.l. 4 Wochen","Disability in daily activities due to pain i.d.l. 4 weeks",4,"Ziemlich","Quite","Ordinal","LQsf368C4"
"LQsf368C","Lebensqualität (1109)","Quality of Life (1109)","Behinderung in Alltagstätigkeiten durch Schmerzen i.d.l. 4 Wochen","Disability in daily activities due to pain i.d.l. 4 weeks",5,"Sehr","Very","Ordinal","LQsf368C5"
"flagHadAccident",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BBdors112","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden unterer Rücken: I.d.l.12 Mon.","Lower back pain: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","BBdors112-97"
"BBdors112","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden unterer Rücken: I.d.l.12 Mon.","Lower back pain: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","BBdors1121"
"BBdors112","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden unterer Rücken: I.d.l.12 Mon.","Lower back pain: I.d.l.12 Mon.",2,"Nein","No","Nominal","BBdors1122"
"BBdors212","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden Nacken, Halswirbelsäule: I.d.l.12 Mon.","Complaints neck, cervical spine: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","BBdors212-97"
"BBdors212","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden Nacken, Halswirbelsäule: I.d.l.12 Mon.","Complaints neck, cervical spine: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","BBdors2121"
"BBdors212","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Beschwerden Nacken, Halswirbelsäule: I.d.l.12 Mon.","Complaints neck, cervical spine: I.d.l.12 Mon.",2,"Nein","No","Nominal","BBdors2122"
"BBblas12B","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Harninkontinenz: I.d.l.12 Mon.","Urinary incontinence: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","BBblas12B-97"
"BBblas12B","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Harninkontinenz: I.d.l.12 Mon.","Urinary incontinence: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","BBblas12B1"
"BBblas12B","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Harninkontinenz: I.d.l.12 Mon.","Urinary incontinence: I.d.l.12 Mon.",2,"Nein","No","Nominal","BBblas12B2"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",-96,"Filterbed. fehlend (stark sehbehindert/ kann nicht sehen)","Filterbed. missing (low vision / can not see)","Ordinal","BBgehen-96"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",1,"Keine Schwierigkeiten","No difficulties","Ordinal","BBgehen1"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",2,"Einige Schwierigkeiten","some difficulties","Ordinal","BBgehen2"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",3,"Große Schwierigkeiten","Great difficulties","Ordinal","BBgehen3"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",4,"Es ist mir nicht möglich/Ich bin dazu nicht in der Lage","It is not possible for me / I'm not capable of doing","Ordinal","BBgehen4"
"BBgehen","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. beim Laufen ohne Gehhilfe auf 500m","Schwierigk. when walking without walking aids at 500m",0,"Nicht zutreffend (habe ich nie versucht bzw. getan)","Not applicable (I've never tried or done)","Ordinal","BBgehen0"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",-96,"Filterbed. fehlend (stark sehbehindert/ kann nicht sehen)","Filterbed. missing (low vision / can not see)","Ordinal","BBtreppe-96"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",1,"Keine Schwierigkeiten","No difficulties","Ordinal","BBtreppe1"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",2,"Einige Schwierigkeiten","some difficulties","Ordinal","BBtreppe2"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",3,"Große Schwierigkeiten","Great difficulties","Ordinal","BBtreppe3"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",4,"Es ist mir nicht möglich/Ich bin dazu nicht in der Lage","It is not possible for me / I'm not capable of doing","Ordinal","BBtreppe4"
"BBtreppe","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Schwierigk. Treppe mit 12 Stufen","Schwierigk. Staircase with 12 steps",0,"Nicht zutreffend (habe ich nie versucht bzw. getan)","Not applicable (I've never tried or done)","Ordinal","BBtreppe0"
"BBmyo12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschwerden nach Herzinfarkt: I.d.l.12 Mon.","Chronic pain after heart attack: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","BBmyo12-97"
"BBmyo12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschwerden nach Herzinfarkt: I.d.l.12 Mon.","Chronic pain after heart attack: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","BBmyo121"
"BBmyo12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschwerden nach Herzinfarkt: I.d.l.12 Mon.","Chronic pain after heart attack: I.d.l.12 Mon.",2,"Nein","No","Nominal","BBmyo122"
"BBsa12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschw. infolge eines Schlaganfalls: I.d.l.12 Mon.","Chronic plaints. following a stroke: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","BBsa12-97"
"BBsa12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschw. infolge eines Schlaganfalls: I.d.l.12 Mon.","Chronic plaints. following a stroke: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","BBsa121"
"BBsa12","Funkt. Beeinträcht, Beschwerden u. Behinderung (1105)","Func. Beeinträcht, and complaints. Disability (1105)","Chronische Beschw. infolge eines Schlaganfalls: I.d.l.12 Mon.","Chronic plaints. following a stroke: I.d.l.12 Mon.",2,"Nein","No","Nominal","BBsa122"
"KHhyp12","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: I.d.l.12 Mon.","Hypertension: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHhyp12-97"
"KHhyp12","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: I.d.l.12 Mon.","Hypertension: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHhyp121"
"KHhyp12","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: I.d.l.12 Mon.","Hypertension: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHhyp122"
"KHhyp","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: Jemals ärztlich diagnostiziert","Hypertension: Ever diagnosed medically",-97,"Nicht erhoben","not applicable","Nominal","KHhyp-97"
"KHhyp","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: Jemals ärztlich diagnostiziert","Hypertension: Ever diagnosed medically",1,"Ja","Yes","Nominal","KHhyp1"
"KHhyp","Krankheiten (1101)","Diseases (1101)","Bluthochdruck: Jemals ärztlich diagnostiziert","Hypertension: Ever diagnosed medically",2,"Nein","No","Nominal","KHhyp2"
"KHhypmedC","Krankheiten (1101)","Diseases (1101)","Indikator blutdrucksenkende Mittel bei bekannter Hypertonie","Indicator antihypertensive agents with known hypertension",-97,"Nicht erhoben","not applicable","Nominal","KHhypmedC-97"
"KHhypmedC","Krankheiten (1101)","Diseases (1101)","Indikator blutdrucksenkende Mittel bei bekannter Hypertonie","Indicator antihypertensive agents with known hypertension",1,"Ja","Yes","Nominal","KHhypmedC1"
"KHhypmedC","Krankheiten (1101)","Diseases (1101)","Indikator blutdrucksenkende Mittel bei bekannter Hypertonie","Indicator antihypertensive agents with known hypertension",2,"Nein","No","Nominal","KHhypmedC2"
"KHmyo12","Krankheiten (1101)","Diseases (1101)","Herzinfarkt: I.d.l. 12 Mon.","Heart Attack: I.d.l. 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHmyo12-97"
"KHmyo12","Krankheiten (1101)","Diseases (1101)","Herzinfarkt: I.d.l. 12 Mon.","Heart Attack: I.d.l. 12 Mon.",1,"Ja","Yes","Nominal","KHmyo121"
"KHmyo12","Krankheiten (1101)","Diseases (1101)","Herzinfarkt: I.d.l. 12 Mon.","Heart Attack: I.d.l. 12 Mon.",2,"Nein","No","Nominal","KHmyo122"
"KHkhk12","Krankheiten (1101)","Diseases (1101)","Koronare Herzerkrankung/Angina Pectoris: I.d.l.12 Mon.","Coronary heart disease / angina pectoris: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHkhk12-97"
"KHkhk12","Krankheiten (1101)","Diseases (1101)","Koronare Herzerkrankung/Angina Pectoris: I.d.l.12 Mon.","Coronary heart disease / angina pectoris: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHkhk121"
"KHkhk12","Krankheiten (1101)","Diseases (1101)","Koronare Herzerkrankung/Angina Pectoris: I.d.l.12 Mon.","Coronary heart disease / angina pectoris: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHkhk122"
"KHhi12","Krankheiten (1101)","Diseases (1101)","Herzinsuffizienz: I.d.l.12 Mon.","Heart failure: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHhi12-97"
"KHhi12","Krankheiten (1101)","Diseases (1101)","Herzinsuffizienz: I.d.l.12 Mon.","Heart failure: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHhi121"
"KHhi12","Krankheiten (1101)","Diseases (1101)","Herzinsuffizienz: I.d.l.12 Mon.","Heart failure: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHhi122"
"KHsa12","Krankheiten (1101)","Diseases (1101)","Schlaganfall: I.d.l.12 Mon.","Stroke: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHsa12-97"
"KHsa12","Krankheiten (1101)","Diseases (1101)","Schlaganfall: I.d.l.12 Mon.","Stroke: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHsa121"
"KHsa12","Krankheiten (1101)","Diseases (1101)","Schlaganfall: I.d.l.12 Mon.","Stroke: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHsa122"
"KHdiabB12","Krankheiten (1101)","Diseases (1101)","Diabetes: I.d.l.12 Mon.","Diabetes: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHdiabB12-97"
"KHdiabB12","Krankheiten (1101)","Diseases (1101)","Diabetes: I.d.l.12 Mon.","Diabetes: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHdiabB121"
"KHdiabB12","Krankheiten (1101)","Diseases (1101)","Diabetes: I.d.l.12 Mon.","Diabetes: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHdiabB122"
"KHab12","Krankheiten (1101)","Diseases (1101)","Asthma: I.d.l.12 Mon.","Asthma: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHab12-97"
"KHab12","Krankheiten (1101)","Diseases (1101)","Asthma: I.d.l.12 Mon.","Asthma: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHab121"
"KHab12","Krankheiten (1101)","Diseases (1101)","Asthma: I.d.l.12 Mon.","Asthma: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHab122"
"KHkarz12","Krankheiten (1101)","Diseases (1101)","Krebserkrankung: I.d.l.12 Mon.","Cancer: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHkarz12-97"
"KHkarz12","Krankheiten (1101)","Diseases (1101)","Krebserkrankung: I.d.l.12 Mon.","Cancer: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHkarz121"
"KHkarz12","Krankheiten (1101)","Diseases (1101)","Krebserkrankung: I.d.l.12 Mon.","Cancer: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHkarz122"
"KHlip12A","Krankheiten (1101)","Diseases (1101)","Erhöhte Blutfette/Chol.: I.d.l.12 Mon.","Elevated blood lipids / Chol .: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHlip12A-97"
"KHlip12A","Krankheiten (1101)","Diseases (1101)","Erhöhte Blutfette/Chol.: I.d.l.12 Mon.","Elevated blood lipids / Chol .: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHlip12A1"
"KHlip12A","Krankheiten (1101)","Diseases (1101)","Erhöhte Blutfette/Chol.: I.d.l.12 Mon.","Elevated blood lipids / Chol .: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHlip12A2"
"KHlipA","Krankheiten (1101)","Diseases (1101)","Jemals erhöhte Blutfette/Cholesterinw. (Arztdiagnose)","Ever elevated blood lipids / Cholesterinw. (Physician diagnosis)",-97,"Nicht erhoben","not applicable","Nominal","KHlipA-97"
"KHlipA","Krankheiten (1101)","Diseases (1101)","Jemals erhöhte Blutfette/Cholesterinw. (Arztdiagnose)","Ever elevated blood lipids / Cholesterinw. (Physician diagnosis)",1,"Ja","Yes","Nominal","KHlipA1"
"KHlipA","Krankheiten (1101)","Diseases (1101)","Jemals erhöhte Blutfette/Cholesterinw. (Arztdiagnose)","Ever elevated blood lipids / Cholesterinw. (Physician diagnosis)",2,"Nein","No","Nominal","KHlipA2"
"KHlipmedA","Krankheiten (1101)","Diseases (1101)","Erhöhtes Cholesterin: Zurzeit Medikamenteneinnahme","Elevated cholesterol: Currently taking medication",-97,"Nicht erhoben","not applicable","Nominal","KHlipmedA-97"
"KHlipmedA","Krankheiten (1101)","Diseases (1101)","Erhöhtes Cholesterin: Zurzeit Medikamenteneinnahme","Elevated cholesterol: Currently taking medication",1,"Ja","Yes","Nominal","KHlipmedA1"
